Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2014;2
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2013;1
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2021;38
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2020;14
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2019;15
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2018;14
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2017;6
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2016;17
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2015;11
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2014;23
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;;;2013;5
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2021;30
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2020;14
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2019;15
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2018;12
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2017;5
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2016;16
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2015;11
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2014;2
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2013;5
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2021;8
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2020;0
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2019;0
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2018;2
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2017;1
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2016;1
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2015;0
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2014;21
Total Nacional;17 Rioja, La;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2013;0
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2021;171
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2020;97
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2019;140
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2018;151
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2017;131
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2016;148
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2015;140
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2014;120
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;;;2013;101
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2021;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2020;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2019;11
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2018;15
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2017;14
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2016;17
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2015;15
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2014;21
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;;2013;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2021;2
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2020;1
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2019;2
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2018;8
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2017;5
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2016;7
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2015;4
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2014;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.1 Acusación y denuncias falsas;2013;2
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2021;8
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2020;9
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2019;9
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2018;7
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2017;9
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2016;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2015;11
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2014;11
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.5 Acusación y denuncia falsas y simulación de delitos;20.5.2 Simulación del delito;2013;8
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2021;146
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2020;79
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2019;119
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2018;124
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2017;103
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2016;121
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2015;114
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2014;97
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.8 Quebrantamiento de condena;;2013;84
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2021;15
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2020;8
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2019;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2018;12
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2017;14
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2016;10
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2015;11
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2014;2
Total Nacional;17 Rioja, La;A Total Delitos;20 Contra la Administración de Justicia;20.99 Otros delitos contra la Administración de Justicia;;2013;7
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2021;137
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2020;84
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2019;77
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2018;97
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2017;91
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2016;104
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2015;99
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2014;120
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;;;2013;130
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2021;132
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2020;81
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2019;75
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2018;81
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2017;84
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2016;100
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2015;89
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2014;103
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;;2013;124
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2021;90
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2020;40
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2019;37
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2018;54
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2017;53
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2016;45
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2015;40
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2014;46
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.1 Atentados contra la autoridad;2013;54
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2021;42
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2020;41
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2019;38
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2018;27
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2017;31
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2016;55
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2015;49
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2014;57
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.2 Atentados contra la autoridad y de la resistencia y desobediencia;22.2.2 Resistencia y desobediencia;2013;70
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;2021;5
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;2020;3
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;2019;2
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;2018;16
Total Nacional;17 Rioja, La;A Total Delitos;22 Contra el orden público;22.99 Otros delitos contra el orden público;;2017;7
